Gender,State,Sector,CreditID,CusID,FullNames,CompanyName,BirthDate,Address,TelNo,EmailAddr,AmountGranted,EffectiveDate,Tenor,TenorType,Rate,ScheduleType,InterestRepayFreq,PrincipalRepayFreq,NatureOfBusiness,FirstTimeAccessToCredit,StartUp,MSMEAnnualTurnover,NumberOfEmployees,Age,age_group_id,ES_Rating,green_energy/energy_efficiency,TenorInDays,MaturityDate,InterestRepayStartDate,PrincipalRepayStartDate,DateAdded
Male,Lagos,Trade and Commerce,CAM-100482,CUS-1482,Andrew Lopez,Hall LLC,1970-09-06,"1825 Nicole Squares Apt. 892
Port Amytown, WY 92965",508.483.9974x2706,edwardsmadison@jackson.com,7738987,2023-01-25,27,Yearly,5.01,Reducing Balance,Quarterly,Monthly,Consulting,True,True,53954211,4,14,Youth,B,True,810,2025-04-14,2023-02-24,2023-03-26,2024-01-01
Female,Abuja,Agriculture,CAM-100483,CUS-1483,Sean Mckay,Gardner Ltd,1970-08-29,"17380 Sandra Circle Apt. 343
North Julianshire, IL 87271",920.764.7830,dickersonnoah@yahoo.com,5160061,2023-03-20,33,Monthly,23.03,Reducing Balance,Monthly,Monthly,Services,True,True,41412278,11,6,Youth,A,True,990,2025-12-04,2023-04-19,2023-05-19,2024-01-01
Male,Lagos,ICT,CAM-100484,CUS-1484,Anthony Newton,Rich-Miller,1982-05-22,"15639 Tanya Pine
Clarkborough, UT 48611",(575)033-0811,wfields@gmail.com,3105214,2023-03-09,12,Monthly,8.08,Flat Rate,Monthly,Quarterly,Retail,False,True,75949887,26,18,Youth,B,True,360,2024-03-03,2023-04-08,2023-05-08,2024-01-01
Female,Kano,Manufacturing,CAM-100485,CUS-1485,Joe Moreno,Brady-Flores,1979-02-05,"Unit 9741 Box 8846
DPO AA 61409",(281)604-8600x155,jason82@gmail.com,8423641,2023-06-22,40,Quarterly,24.8,Flat Rate,Quarterly,Monthly,Services,False,True,96803162,61,5,Adult,B,False,1200,2026-10-04,2023-07-22,2023-08-21,2024-01-01
Male,Enugu,Manufacturing,CAM-100486,CUS-1486,Dr. Joseph Edwards,"Thompson, Hodges and Cunningham",1995-11-09,"568 Linda Oval
East Jameston, NC 04019",(793)752-4208x8230,abaker@graves-montgomery.biz,2729180,2023-01-12,33,Yearly,24.1,Reducing Balance,Quarterly,Monthly,Wholesale,True,True,46150968,37,18,Youth,C,True,990,2025-09-28,2023-02-11,2023-03-13,2024-01-01
Female,Lagos,Health,CAM-100487,CUS-1487,Belinda Huff,Gray-Bauer,1979-01-30,"02041 David Fields
Brianfurt, NV 22136",878-299-3175,christopheralexander@hotmail.com,9884451,2023-10-15,19,Yearly,14.89,Reducing Balance,Quarterly,Monthly,Wholesale,True,False,81268932,23,3,Adult,A,False,570,2025-05-07,2023-11-14,2023-12-14,2024-01-01
Male,Rivers,Health,CAM-100488,CUS-1488,James Wells,"Moore, Rivera and Mcdaniel",1982-08-20,"7883 Greene Meadow Apt. 795
East Laurenshire, OR 65602",001-656-659-7676x629,wschmidt@gmail.com,4688891,2023-05-08,15,Monthly,15.25,Flat Rate,Quarterly,Quarterly,Consulting,False,True,71574460,93,3,Youth,A,False,450,2024-07-31,2023-06-07,2023-07-07,2024-01-01
Male,Enugu,Manufacturing,CAM-100489,CUS-1489,Haley Jones,Kennedy LLC,1991-11-05,"3230 Deleon Plains Suite 691
Timothyside, AL 34505",128.910.3123x37386,yrichards@hotmail.com,9514653,2023-04-06,21,Yearly,14.63,Flat Rate,Quarterly,Quarterly,Services,False,False,17842433,85,22,Youth,C,False,630,2024-12-26,2023-05-06,2023-06-05,2024-01-01
Female,Oyo,Health,CAM-100490,CUS-1490,Thomas Jones,"Odonnell, Wong and Jones",2002-09-01,"6161 Robert Passage
New Jaybury, NE 62623",358-592-8456x2855,loretta67@mitchell.com,4531419,2023-04-02,21,Quarterly,17.71,Flat Rate,Monthly,Quarterly,Consulting,True,False,60050102,91,22,Adult,B,False,630,2024-12-22,2023-05-02,2023-06-01,2024-01-01
Male,Kaduna,Agriculture,CAM-100491,CUS-1491,Natalie Nelson,Martin Group,1992-03-01,"0098 Donna Street Suite 798
Keithberg, VT 17011",(746)200-6677,alexander11@gmail.com,4995511,2023-05-21,59,Yearly,6.81,Flat Rate,Monthly,Monthly,Production,True,True,73513977,40,10,Youth,C,False,1770,2028-03-25,2023-06-20,2023-07-20,2024-01-01
Male,Lagos,Manufacturing,CAM-100492,CUS-1492,Jennifer Banks,Matthews-Berry,1991-03-18,"Unit 4016 Box 5726
DPO AE 95717",993-108-0978,andrereyes@jones-johnson.com,1924945,2023-01-31,36,Monthly,5.65,Flat Rate,Monthly,Quarterly,Wholesale,True,False,66134752,77,19,Youth,A,True,1080,2026-01-15,2023-03-02,2023-04-01,2024-01-01
Female,Rivers,Health,CAM-100493,CUS-1493,Michele Morris,Clark-Paul,1989-10-18,"Unit 6925 Box 9998
DPO AP 84831",389.812.0014x493,torresrobert@hotmail.com,2863999,2023-11-30,47,Monthly,6.15,Flat Rate,Quarterly,Quarterly,Consulting,False,True,36968399,23,3,Youth,C,True,1410,2027-10-10,2023-12-30,2024-01-29,2024-01-01
Male,Enugu,Manufacturing,CAM-100494,CUS-1494,Travis Hendrix,Campbell-Carter,1996-08-31,"1345 Chapman Curve Apt. 361
West Chad, NH 81529",827-217-6461x25142,dpeterson@martinez.com,9609096,2023-01-20,30,Quarterly,13.89,Flat Rate,Quarterly,Quarterly,Production,False,False,55719638,16,29,Adult,A,False,900,2025-07-08,2023-02-19,2023-03-21,2024-01-01
Male,Rivers,ICT,CAM-100495,CUS-1495,Brian Black,Flores and Sons,1990-04-19,"7267 Paul Unions
Jonathanberg, WI 78476",353.233.9103x92627,ryanmiranda@bell.org,5290691,2023-05-26,18,Quarterly,10.51,Reducing Balance,Quarterly,Monthly,Consulting,False,True,30417654,94,12,Youth,B,False,540,2024-11-16,2023-06-25,2023-07-25,2024-01-01
Male,Oyo,Trade and Commerce,CAM-100496,CUS-1496,Tara Hernandez,Gutierrez PLC,1972-11-28,"528 Esparza Knolls Apt. 650
Tranburgh, MN 05754",297.153.4288x05661,vcohen@wells.org,9307673,2023-11-12,11,Yearly,17.44,Flat Rate,Quarterly,Quarterly,Services,False,True,40620879,61,29,Adult,A,True,330,2024-10-07,2023-12-12,2024-01-11,2024-01-01
Female,Kano,Manufacturing,CAM-100497,CUS-1497,Sean Davidson,Castillo LLC,1994-11-08,"70555 Sandra Island
Anthonyfort, SD 87582",(827)208-1563,sramirez@krueger.org,4725889,2023-06-09,49,Yearly,24.85,Flat Rate,Monthly,Monthly,Services,False,False,42411036,68,16,Youth,B,True,1470,2027-06-18,2023-07-09,2023-08-08,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100498,CUS-1498,Shannon Williams,"Higgins, Hess and Graves",1978-07-30,"65828 Weaver Crescent Suite 822
West Michael, AR 46078",+1-816-046-9167,nguyensamantha@taylor.info,3592195,2023-12-15,14,Monthly,12.73,Reducing Balance,Monthly,Monthly,Services,False,True,79180450,80,17,Youth,B,False,420,2025-02-07,2024-01-14,2024-02-13,2024-01-01
Female,Enugu,Health,CAM-100499,CUS-1499,Shirley Long,"King, Griffin and Sanders",1998-09-04,"60692 Pierce Turnpike
East Christinefort, PA 84189",(796)916-3244x5457,ksmith@gmail.com,789102,2023-02-12,50,Quarterly,16.48,Flat Rate,Quarterly,Quarterly,Services,True,False,13462734,31,7,Youth,A,False,1500,2027-03-23,2023-03-14,2023-04-13,2024-01-01
